_id,place_id,name,html_notes
1480,515,general,"Mam Nick (/Tor) car park (SK1236783300) National Trust members park for free. For non-members please use our Pay by Phone option - the charge is £4.50 for up to 4hrs parking, £6 for over 4hrs. Details by machine in car park. We have limited spaces, so if the car park is full please come back another time.
There are a range of non-National car parks in the area- including High Peak Borough Council at Edale and Castleton; Severn Trent at Fairholmes/Upper Derwent Valley and Heatherdene; Derbyshire County Council at Hayfield; and National Park Authority at Barber Booth, Bowden Bridge, Derwent Overlook and Hurst Clough (Ladybower).
Picnics welcome however BBQs, campfires and any outdoor cooking equipment are not permitted due to the nature of the landscape and fire risk. 
Please take all litter home with you and help look after the places you love to visit.
The flying of drones is not permitted on National Trust land, for the safety of visitors, grazing animals and buildings.
Camping of any type is not permitted; only camp on authorised sites.
Dogs on leads are welcome.
Please stick to footpaths to avoid disturbing wildlife.
Please only park in designated car parks and spaces. No overnight parking permitted in any NT car parks.
Please respect local communities, farmers and other people when exploring any countryside properties
If you have mobility issues and you are a blue badge holder, remember that you're able to park for free in our pay-and-display car parks as long as you display your badge – there is no need to scan.
Please do not block access points for farmers, local communities and the emergency services. If you cannot park safely or responsibly please find another car park or plan your visit for a quieter time.
For all enquiries for Upper Booth Campsite please email upperboothcampsite@nationaltrust.org.uk"
1481,515,family,"Download a 50 Things wallchart from our website and see how many activities you can complete on your visits
Lots of room for natural play. 
Why not go on a bug, butterfly, bird or bee hunt? How many can you find and identify?
Picnics welcome, no BBQs, campfires or outdoor cooking equipment due to the nature of the landscape and high fire risk
No camping. Please only camp on an authorised site.
Please take all litter home with you and help look after the places you love to visit
There are no toilet/handwashing facilities at our Mam Nick car park, so please check that there are facilities in the area you plan to visit and always bring hand sanitiser"
1482,515,accessibility," Most of the estate is on uneven terrain.
 Special routes at Upper Derwent Valley.
For information about countryside accessible walks in the UK, search for Miles Without Stiles 
If you have mobility issues and you are a blue badge holder, remember that you're able to park for free in our pay-and-display car parks as long as you display your badge – there is no need to scan."
1483,517,general,"There are picnic tables outside the National Trust Office on Valley Road (no public parking).
Compost toilets next to the National Trust office on Valley Road currently closed (there is no public parking on Valley Road).
The George gastro-pub is located in Abbots Leigh, on the A369, 2 miles from the Leigh Woods entrance
Dogs are welcome on leads. Please clean up after your dog; a dog bin is provided at the North Road entrance"
1484,517,family,
1485,517,accessibility,"There is an extensive network of surfaced and unsurfaced paths throughout the woodland, most of which are moderately level. However, the paths that provide access to the River Avon Trail are steep in places and muddy in wet weather
There is a 1½ mile (2½ km) all-ability trail, waymarked in purple. The trail starts from Coronation Avenue car park and goes to the edge of Stokeleigh Camp, along mostly level paths. Look out for sculptures along the way
Benches are situated along the National Trust section of the all-ability trail"
1486,518,general,"Not suitable for coaches because of narrow lanes and height restriction barriers in local car parks
Small National Trust Car park available free of charge to National Trust members. This car park has only 6 spaces and is often full. Alternative parking available next door in the Village Hall car park, donations in the well please."
1487,518,family,
1488,518,accessibility,"Hardened path to the sea from the Manor Mill
There is level access to the information point and Old Bakery but please note it is loose gravel
Limited wheelchair access to the Forge and Manor Mill
Dogs on leads are welcome"
1489,519,general,"Handcrafted spades on sale and made to specification
Tea and coffee available from drinks machine
Free parking, 50 yards
Dogs welcome on leads
Suitable for school groups"
1490,519,family,"Children's guide
Pushchairs and baby back-carriers welcome
Learn about in industrial bygone era"
1491,519,accessibility,"Separate mobility parking, 50 yards. Drop-off point
Adapted toilet adjacent to reception
Ramped entrance to building. One wheelchair. Ground floor accessible. Audio visual/video
Partly accessible grounds, loose gravel paths, slopes"
1492,521,general,"Parking charges apply: £3 for 2 hrs, £6 for 4 hours and £8 all day. Only coins or PayByPhone accepted
Overnight parking or camping is not permitted
If you are an National Trust member, please scan your card in the machine
Dogs are not permitted on the central area of the beach from 1 June to 30 September
No BBQ's or Fires are currently permitted at this site
Hive Beach is a popular spot for diving, featuring fantastic underwater Jurassic geology and marine wildlife
Hive Beach is a good spot for sea angling (own equipment required)
Our parking overflow fields can become unusable following rainfall. To conserve the ground and for safety they will be closed in the winter and under these conditions creating limited parking.
We have limited availability for Motorhomes especially when conditions prevent us from opening our parking overflow fields.
Our carpark is unable to welcome caravans, trailer tents and trailers"
